player_url,position
OgunDa00.htm,RB
WoodLo00.htm,QB
BailJo00.htm,RB
BlakRi00.htm,RB
HydeCa00.htm,RB
ErtzZa00.htm,TE
WillMi00.htm,WR
MoblSt00.htm,WR
OlivGr00.htm,RB
MitcSt01.htm,RB
WillSh00.htm,RB
BishHa00.htm,TE
StarBa00.htm,QB
GallMi00.htm,WR
FordCh00.htm,TE
BrowJa07.htm,WR
BarkSa00.htm,RB
RypiBr00.htm,QB
PettBr00.htm,TE
FarmGe01.htm,WR
ElliGe00.htm,RB
CunnRa00.htm,QB
OwenMo00.htm,WR
TongJa00.htm,TE
DickCu00.htm,RB
PurvRy00.htm,TE
HoomMi00.htm,TE
KotiRi00.htm,TE
CobbMi00.htm,TE
FloyMi00.htm,WR
AsksBe20.htm,DE-TE
PoweBr00.htm,WR
CopeHo00.htm,WR
DuncBr00.htm,RB
MizzTa00.htm,RB
BrowDa02.htm,RB
PhilRo00.htm,RB
RichWi00.htm,FL-WR
FarrLu00.htm,TE
TremTo00.htm,TE
HadlJo00.htm,QB
WestBr00.htm,RB
BrowDa00.htm,QB
VictBi01.htm,WR
WaleCr20.htm,RB
WilsKr00.htm,TE
StraTr00.htm,RB-WR
MarsRa00.htm,WR
MarsHe00.htm,WR
MareOw00.htm,RB
SullDa00.htm,WR
SlatMa00.htm,WR
NewsTi00.htm,RB
TurnCo00.htm,TE
GreeSc00.htm,RB
McMiRa01.htm,TE
ChatCl20.htm,RB
BrowPr20.htm,WR
MillSc01.htm,WR
ScotLi00.htm,WR
DossTa00.htm,WR
RobiJe00.htm,TE
FennRi00.htm,RB
BascBr00.htm,WR
AustTe00.htm,WR
EitzCh20.htm,TE
SmitSu00.htm,
WarrTe20.htm,WR
RobiPa00.htm,RB
ScotGa00.htm,WR
MichBo00.htm,TE-FB
JackTa00.htm,QB
HarrDe00.htm,RB
WrigAl00.htm,WR
HarpCh01.htm,WR
DwigTi00.htm,WR
WillMi02.htm,TE-FB
AdamCh00.htm,WR
JohnSt03.htm,RB
SimmSt20.htm,WR
SmitRo08.htm,RB
StarSt00.htm,WR
GreeBo00.htm,RB
GillJo01.htm,WR-FL
HillBr02.htm,RB
WardHi00.htm,WR
LeonBr01.htm,TE
BreaSt00.htm,WR
HannTr00.htm,WR
GronRo00.htm,TE
IsomRi20.htm,RB
TreaLa00.htm,WR
DeloJa00.htm,RB
ClarDw00.htm,WR
ClinJo20.htm,WR
HighAl00.htm,RB
ThomDa00.htm,RB
DrivSt20.htm,RB
MarsMa20.htm,WR
DawsLa00.htm,WR
ShawHa00.htm,RB
SmalKi00.htm,RB
CoadRi20.htm,C-TE
ButlJe00.htm,WR
OlivBo20.htm,WR
MimsMa00.htm,WR
AustKe20.htm,QB
RitcJa20.htm,QB
ReynDa00.htm,WR
PattCo00.htm,WR-RB
JollDo00.htm,TE
WillDe03.htm,WR
AyerDe00.htm,WR
MarsJa01.htm,WR
BenjTr00.htm,WR
JoneSt00.htm,RB
LogaMa00.htm,RB
MorrJo00.htm,RB
TousFi00.htm,RB
LippLo00.htm,WR
LeinMa00.htm,QB
HardLa00.htm,TE
HazeMa01.htm,WR
McFaDa00.htm,RB
NashKe20.htm,WR
BrowRo23.htm,WR
ArmoJu00.htm,WR
HarpAl00.htm,WR
WashCo01.htm,WR
GrabJi00.htm,RB
RiceDa20.htm,RB
DillJa00.htm,WR
WillRi22.htm,RB
KoyxTe00.htm,TE-RB-LB
JordJa20.htm,WR
BynuTe00.htm,WR
StepJa21.htm,WR
SmitJo21.htm,WR
DawsCl00.htm,RB
McClWi00.htm,RB
PoweSt21.htm,RB
BakeTi20.htm,WR
ColeLa02.htm,RB
JoneTe02.htm,WR
JohnCh00.htm,WR
WickBo20.htm,WR
McElGr00.htm,QB
HeinTa00.htm,QB
PaytSe20.htm,QB
ElleBe00.htm,TE
RogeEl00.htm,WR
JoinCh00.htm,WR
KresEr00.htm,QB
LyncFr00.htm,RB
ChapGi00.htm,WR
SheeKo00.htm,RB
BlasKh00.htm,RB
PhilDi00.htm,RB
ShyxDo00.htm,RB
BlouLe00.htm,RB
McNeCl00.htm,WR-FL-SE
WindBo00.htm,TE
ToddLa00.htm,RB
WoodKe00.htm,RB
QuinRi00.htm,TE
YarbEr20.htm,WR
ClarGa00.htm,WR
JohnKe21.htm,RB
ManoTi00.htm,RB
BartRi00.htm,QB
HillJu00.htm,RB
JohnBr20.htm,OLB
StauRo00.htm,QB
LoydMi00.htm,QB
FryaIr00.htm,WR
RayxEd00.htm,RB-TE
HarrJa01.htm,QB
MariTo00.htm,QB
CarrMa00.htm,WR
CarrWe00.htm,WR
AlleMa00.htm,RB
HogeGa00.htm,QB
JohnVa00.htm,WR
CoveBr00.htm,WR
McDoMa20.htm,WR
TyreDa00.htm,WR
TinsMi00.htm,WR
HaasAn00.htm,TE
JohnLe00.htm,RB
LoveJo03.htm,QB
ThomMi05.htm,WR
McGuEl00.htm,RB
ShelEr00.htm,RB
TuggJo20.htm,RB
TolzSc00.htm,QB
SmitJe02.htm,RB
SupePh00.htm,TE
LewiKe21.htm,RB
HatcKe00.htm,WR
ReedDa20.htm,RB
ElliKe02.htm,WR
SeymJi00.htm,WR
WyliDe00.htm,WR
OxenKe00.htm,RB
ReynCr00.htm,RB
PardCu20.htm,WR
MillHu00.htm,QB
ThomDe04.htm,WR
LyncMa00.htm,RB
ThomJe01.htm,RB
SanuMo00.htm,WR
BrowRe00.htm,RB
MoorNa00.htm,WR-RB
ChiaDa00.htm,WR
ChryPe00.htm,TE
HillTo00.htm,WR
MacAKe20.htm,E-TE
SmitDe07.htm,WR
LeafRy00.htm,QB
DidiCl00.htm,TE
ThomCr00.htm,TE
MireBr00.htm,RB
AndeRo00.htm,WR
LewiLe00.htm,WR
ArnoJa00.htm,WR
BrooRo00.htm,WR
CruzVi00.htm,WR
ConwEr00.htm,TE
CarsCa00.htm,WR
GannRi00.htm,QB
FontHe00.htm,RB
LewiCh00.htm,TE
FitzRy00.htm,QB
ReedJo02.htm,TE
MorgJo00.htm,WR
MumfTo20.htm,RB
MartSa00.htm,WR
SuthVi00.htm,WR
HarrFr20.htm,RB
StilKe00.htm,WR
McCoKe20.htm,WR
DaviJo00.htm,TE
MoorAl00.htm,RB
DoylJa00.htm,TE
BaldRa00.htm,RB
McCoLe01.htm,RB
BaylRi20.htm,RB
GreiCh00.htm,QB
RogeAr00.htm,TE
WillJo25.htm,TE
PattQu00.htm,WR
SwanCh20.htm,WR
HarrRa00.htm,RB
McCoEr00.htm,RB
HarrHe00.htm,WR
GranJo20.htm,WR
NealSp00.htm,RB
LestTi00.htm,RB
ParkDa00.htm,SE-TE-WR
McSoTr00.htm,QB
HestJa00.htm,RB
JoneAn00.htm,RB
OsboRi00.htm,TE
WillTy00.htm,WR
CartAl00.htm,RB
JameLy00.htm,WR
HoskHa00.htm,TE
QuarAn00.htm,TE
RiccGi00.htm,TE
JoneAn01.htm,WR
BoddTo20.htm,RB
FannCh00.htm,TE
ClayJo00.htm,RB
JohnTe00.htm,TE
HargJi21.htm,RB
HellRo00.htm,TE
HarrAr00.htm,RB
McCoLe00.htm,WR
BradAh00.htm,RB
DaviJo01.htm,RB
LeexRo00.htm,RB
GreeSk20.htm,WR
MassRi20.htm,WR
StilBr00.htm,WR
WilsEm00.htm,RB
ParkCa20.htm,WR
MorgJo01.htm,WR
DougDe00.htm,WR
ReedJo03.htm,WR
KindRa20.htm,RB
VitaDa00.htm,FB
WrigAd20.htm,RB
WhytKe00.htm,RB
ZiegDo00.htm,WR
HollTr00.htm,WR
BrowRe01.htm,WR
CharOr00.htm,TE
ThomJe00.htm,TE
NickHa01.htm,WR
MacAKe21.htm,TE
RenfHu00.htm,WR
LyncJa20.htm,RB
ChanRo20.htm,RB
JohnAl00.htm,WR
ScotBo02.htm,RB
LawtLu00.htm,RB
MyarCh00.htm,TE
MaraGa00.htm,QB
MannBr00.htm,WR
SwanEr20.htm,WR
VickRo00.htm,RB
GrifKe00.htm,RB
HansRu00.htm,RB
SmitJe03.htm,WR
McWiJo00.htm,TE
LoveJo02.htm,TE
JohnLe01.htm,RB
MurpTy00.htm,WR
KerlJe00.htm,WR
WoodCh20.htm,WR
ThomMi04.htm,WR
HarrPe00.htm,RB
JoneGo00.htm,WR
JohnEr00.htm,TE
HarrJa00.htm,TE
PrimGr00.htm,WR
AlleMa01.htm,RB
HankLe00.htm,WR
SmitVy00.htm,WR
McGrTr00.htm,WR
CarrJa20.htm,TE
SeayVi00.htm,WR
DaviRo00.htm,WR
WileMi00.htm,RB
McDoJa00.htm,TE
JohnKe20.htm,WR
AnkrSc20.htm,WR
BoyeMa00.htm,TE-RB-WR
MoorCh00.htm,WR
DiNuBe00.htm,QB
WeslAn01.htm,WR
FarrMe00.htm,RB
IsabAn00.htm,WR
ZylsBr00.htm,WR
HillLo00.htm,WR
ZappBa00.htm,QB
FernEt00.htm,WR
BlouEr00.htm,WR
GettDa00.htm,WR
LewiNa00.htm,WR
TruaBi00.htm,TE
SchrLa00.htm,RB
AndeJo00.htm,WR
TyrrTi20.htm,RB
HaynMi00.htm,WR
JohnAn02.htm,WR
ParkWi00.htm,RB
LaveRo20.htm,RB
HummDa00.htm,QB
DixoAn00.htm,RB
MannSe00.htm,QB
WatsRe20.htm,WR
LaroGo20.htm,TE
HawsKu20.htm,TE
SullPa00.htm,QB
HartBr00.htm,WR
ToneAn00.htm,RB
JohnCh01.htm,WR
PougEr00.htm,WR
BinnAr00.htm,WR
FiskTu00.htm,TE
CunnDo20.htm,WR
EckwJe00.htm,RB
BileFr00.htm,WR-FL
OdenMc20.htm,TE
WoodTo02.htm,QB
BarbTi00.htm,RB
WallRo01.htm,WR
ManuEJ00.htm,QB
BiddTa00.htm,WR
RowePa20.htm,WR
PhilCa01.htm,WR
GrahSc00.htm,RB
GateCl00.htm,WR
JennSt00.htm,RB
JackLa00.htm,QB
HaynJa00.htm,RB
RuckMa00.htm,TE
HogaKr00.htm,WR
YounWa00.htm,WR
MereCa00.htm,WR
ThigTy00.htm,QB
RainCh00.htm,RB
BibbKa00.htm,RB
DorsLa00.htm,WR
HoodEl00.htm,RB
PierSt20.htm,WR
GarrGr00.htm,WR
WillDe02.htm,RB
ArmsAd00.htm,RB
LittFl00.htm,RB
ButlJe01.htm,WR
BullKe20.htm,WR
HiltZa00.htm,TE
GrifSt22.htm,WR
DukeWe00.htm,TE
SimmTo00.htm,WR
ThomDa01.htm,RB
BallMo00.htm,RB
PoliLo00.htm,RB
McDoSh00.htm,WR
KaepCo00.htm,QB
DawsLa01.htm,WR
AmunGe00.htm,RB
CamaGr00.htm,WR
LattGr00.htm,TE
SchnSp00.htm,WR
GillJo00.htm,QB
HullMi00.htm,RB
LeonBr00.htm,RB
ThomSl00.htm,WR
McKiZi20.htm,WR
LippTo00.htm,WR
HoyeBr00.htm,QB
BettJa00.htm,RB
ChriJe20.htm,QB
FishTo00.htm,RB
MitcSt02.htm,WR
WillMi03.htm,WR
EtieTr00.htm,RB
HuntAl00.htm,RB
MitcBa00.htm,RB
HarpCh00.htm,WR
VeldMa00.htm,TE
MillSc00.htm,WR
McMiRa00.htm,RB
GainKe00.htm,RB
WeatRo00.htm,RB
MarsAr00.htm,WR
KellMi00.htm,TE
McGaWi00.htm,RB
McAfFr00.htm,RB
ShepSt00.htm,WR
StreTa00.htm,WR
OsweBr00.htm,QB
FarmGe02.htm,RB
AusbDa00.htm,WR
MorrRo00.htm,WR
WitcDi00.htm,WR-FL-SE-TE
PrinDe00.htm,
DayeMa00.htm,RB
TheiJo00.htm,QB
FleeCo00.htm,TE
YounGl20.htm,WR
ButlHa00.htm,WR
CateMi20.htm,WR
FlowKe00.htm,RB
MoorLa00.htm,WR
FinnBr00.htm,WR
HigbTy00.htm,TE
TateGo00.htm,WR
BurcDo00.htm,TE
RodgJo00.htm,WR
LewiGr01.htm,WR
GeorSp00.htm,RB
WebbDa00.htm,QB
BelkRo20.htm,WR
VokoTr00.htm,
HartLa20.htm,TE
BenjKe00.htm,WR
CoulIs00.htm,WR
RobiDe00.htm,RB
SeurFr00.htm,QB
StowTo20.htm,TE
LuskHe00.htm,TE
WaltRi20.htm,TE
HuntIv00.htm,RB
SwooEr00.htm,TE
ShanRo00.htm,WR
WilsBr21.htm,RB
ShiePa00.htm,RB
MillJu00.htm,TE
McCaDo00.htm,RB
HarbJi00.htm,QB
RoyaEd00.htm,WR
BailEl20.htm,WR
CrawCh00.htm,RB
BageTy00.htm,QB
GambKe00.htm,RB-DB
NewsKe00.htm,WR
CrumCa00.htm,TE
RiveRo01.htm,RB
TammJa00.htm,TE
WebsNs00.htm,WR
ColeAn00.htm,WR
HundBr00.htm,QB
RobiKh00.htm,RB
TillCe01.htm,WR
HarrJe00.htm,RB
DilsSt00.htm,QB
JunkTr20.htm,TE-LB
CiesBr00.htm,TE
WillMi07.htm,WR
HineNy00.htm,RB
BulaNo00.htm,RB
DyerHe00.htm,RB
HyatFr00.htm,WR
RideBr00.htm,WR
OwenMa20.htm,WR
McDoPa00.htm,QB
SloaDa00.htm,TE
MartKe00.htm,WR
MoorCl00.htm,WR
HortEt00.htm,TE-RB
SellRo00.htm,WR
WorkVi00.htm,RB
SharDa20.htm,TE
DaviJe26.htm,RB
ButlDe00.htm,WR
WillDe06.htm,WR
RayhFr20.htm,TE
BealSh20.htm,WR
ReidAn20.htm,RB
SpagJo00.htm,TE
DiorJe20.htm,TE
SlauWe00.htm,WR
KingBr00.htm,RB
MiliIt00.htm,TE
ThomJa00.htm,QB
MoffMi20.htm,TE
TurnRo20.htm,RB
BranJo20.htm,TE
ThomMa21.htm,TE
SykeJo21.htm,WR
BradTe00.htm,QB
WrigOw00.htm,RB
HogaCh00.htm,WR
LondBr00.htm,WR
GoodLe00.htm,RB
JoneLa02.htm,QB
DirdJo20.htm,WR
VoigMi00.htm,RB
BrowFr21.htm,LB-TE
StudPa00.htm,FL-HB-WR-P
PalmTr00.htm,WR
McGeRi00.htm,TE
PleaMi20.htm,WR
CrowGe00.htm,WR
CampEa00.htm,RB
SandAc00.htm,WR
LockCh00.htm,WR
FishBo00.htm,TE
FolmBr20.htm,QB
CrosAl00.htm,TE
RisoAn00.htm,WR
ParkDe01.htm,WR
BrigGa00.htm,RB
BradAl00.htm,RB
MercCh00.htm,RB
JacoBr00.htm,RB
GreeTo01.htm,RB
HaddDr00.htm,WR
ParrRo00.htm,WR
PresCh00.htm,RB
TaylTy00.htm,QB
AnneBl01.htm,TE
EachNa00.htm,RB
ThomCo03.htm,TE
DougDa00.htm,WR
FranRu00.htm,TE
CoffWa20.htm,WR
GrifGa00.htm,TE
HolmGa00.htm,TE
MillBr02.htm,FB
LiviMi00.htm,QB
ThaxJi00.htm,TE-WR
HebrVa00.htm,RB
AlexSt00.htm,TE
DickEr00.htm,RB
ColeSt00.htm,WR
BrowDe01.htm,RB
BuggDa00.htm,WR
GaskMy00.htm,RB
McClDe00.htm,WR
WatsEd00.htm,RB
KimbJo00.htm,WR
DougGl00.htm,WR
ButlRa00.htm,WR
WhitLe00.htm,RB
DotsJa00.htm,WR
SamuTe20.htm,TE
ClayRa22.htm,WR-FB
CosbDo00.htm,TE
BundMa00.htm,WR
RyckBi00.htm,WR
HarrCa20.htm,WR
SampCl00.htm,WR
DotsEl00.htm,RB
JenkJu00.htm,WR
DougHa00.htm,WR
WhitCh00.htm,RB
MoriLa00.htm,RB
ThomMi00.htm,RB
LeexDo00.htm,TE
McGrSe00.htm,TE
CastTi20.htm,RB
GutiMa00.htm,QB
BaldDa01.htm,WR
VannNi00.htm,TE
ParkFr21.htm,RB
BurnDe00.htm,WR
BakeKe20.htm,WR
JohnBe00.htm,WR
GuicDe00.htm,RB
BettJe00.htm,RB
HardTe00.htm,TE
WingRo00.htm,RB
AlleJa24.htm,WR
CainDe00.htm,WR
SmitSh03.htm,
BrunMi00.htm,RB
LongDa20.htm,TE
CampBi00.htm,RB
WilfEr00.htm,WR
DeGrJa00.htm,RB
MettZa00.htm,QB
BurlNa00.htm,WR
FergVa00.htm,RB
GaspMi00.htm,WR
DunbJu00.htm,WR
FreiJe20.htm,QB
HarrWi00.htm,TE
JacoNi00.htm,TE
WillDa02.htm,WR-SE
BeckJo00.htm,QB
TautJu00.htm,RB
JackCh00.htm,WR
HiggJo00.htm,WR
GrimJo01.htm,RB
PittKy00.htm,TE
ClaiRo20.htm,WR
HurnAl01.htm,WR
SuggLe00.htm,RB
RalsNi00.htm,FB
ArnoDa00.htm,WR
BledCu20.htm,RB
FergKe21.htm,TE
AkerLa00.htm,
SoloFr00.htm,WR
CodyMa00.htm,WR
BrowMi00.htm,WR
FarrJi00.htm,WR
DaviDo00.htm,WR-TE
CassMa00.htm,QB
WardJi00.htm,QB
DawkJu00.htm,WR
BurnEd20.htm,QB
RamsEa00.htm,TE
ChafPa00.htm,RB
MallRy00.htm,QB
HeapTo00.htm,TE
SuheMa00.htm,RB
MorgDo00.htm,WR
CoffGl00.htm,RB
GrigBi00.htm,TE
WetnRy00.htm,TE
AustCl00.htm,RB
JackLe00.htm,WR
PoolSh20.htm,RB
DaviTy20.htm,WR
LattBr20.htm,RB
DrayTr00.htm,TE
McGrLe20.htm,WR
AlstRi20.htm,WR
SimsRe20.htm,TE
MoslKe00.htm,WR
AlwoLa00.htm,FL-WR
WillMo00.htm,RB
ThomRi21.htm,RB
BrowJi20.htm,RB
RolaJo00.htm,RB
GarrAl00.htm,WR-RB
StreCh00.htm,QB
KnapKe20.htm,WR
HuarDa00.htm,QB
AghoNe00.htm,WR
KampHu00.htm,TE
FrisDa00.htm,TE
SamuCh20.htm,RB
CollAl00.htm,RB
GranCo00.htm,RB
KendVi00.htm,RB
WhitAl00.htm,WR
ClarKe00.htm,TE-RB
DaviDo01.htm,RB
SoloFr01.htm,WR-QB-RB
McClMi00.htm,TE
MarsWa20.htm,RB
HarbJa20.htm,WR
ThomDe00.htm,WR
ScheEd20.htm,TE
DawsLe00.htm,QB
KellJo22.htm,T
SimsDi00.htm,TE
BailAa00.htm,WR
RoacCa00.htm,WR
BouzMa00.htm,WR
ByneEa00.htm,RB
WychFr00.htm,TE
WillJa06.htm,RB
TaylOt00.htm,WR-FL
WilsZa00.htm,QB
HughRo00.htm,RB
WarrKa00.htm,TE
DaviMa02.htm,RB
BronJo00.htm,TE
HarrWi01.htm,RB
MattRi00.htm,WR
AndeRo04.htm,WR
HallAn01.htm,RB
ByrdSy20.htm,TE
CampKe00.htm,WR
ArbaFr00.htm,TE
ParkCo02.htm,TE
MautRi00.htm,WR
WolfEt00.htm,
PathJe00.htm,WR
SwinRe00.htm,WR
StonDw00.htm,WR-RB
JohnOl00.htm,WR
WagnBa20.htm,WR
JackNa00.htm,WR
FullAa01.htm,
HaynRe00.htm,TE
HarrDa00.htm,RB
PicaBo20.htm,WR
DuseBi00.htm,RB
WillBy00.htm,WR
TaglJo20.htm,RB
MontDa20.htm,WR
WestCl20.htm,RB
ReutRa20.htm,WR
