,id,fullName
519,2796,Jake Arians
520,4360644,Daniel Arias
521,2511087,Chi Chi Ariguzo
522,2530979,Ike Ariguzo
523,14119,David Arkin
524,4212884,Alex Armah
525,2579598,Thurston Armbrister
526,3998267,Jo Juan Armour
527,1977,JoJuan Armour
528,771,Justin Armour
529,4372017,Jalyn Armour-Davis
530,2971275,Arik Armstead
531,15764,Armond Armstead
532,492,Jessie Armstead
533,3923397,Ryquell Armstead
534,15821,Terron Armstead
535,11946,Anthony Armstrong
536,7945,Antonio Armstrong
537,226,Bruce Armstrong
538,8625,Calvin Armstrong
539,3123963,Cornell Armstrong
540,4769,Derick Armstrong
541,3998269,Derick Armstrong
542,3928979,Dorance Armstrong
543,3125842,Ka'John Armstrong
544,17106,Matt Armstrong
545,16463,Ray-Ray Armstrong
546,197,Trace Armstrong
547,7334,Tyji Armstrong
548,2974301,Tommy Armstrong Jr.
549,3915506,Damon Arnette
550,16041,Brian Arnfelt
551,4212989,Dan Arnold
552,4035389,Grayland Arnold
553,1029,Jahine Arnold
554,6517,Jim Arnold
555,4592837,Terrion Arnold
556,12631,Stanley Arnoux
557,9819,Devin Aromashodu
558,11471,Adrian Arrington
559,8458,J.J. Arrington
560,11494,Kyle Arrington
561,2133,LaVar Arrington
562,7188,Mike Arthur
563,3043097,Cameron Artis-Payne
564,2044,Rodney Artmore
565,15560,Stanley Arukwe
566,3041114,Ade Aruna
567,7425,Herman Arvie
568,3915238,George Asafo-Adjei
569,13260,Jon Asamoah
570,4360255,Brian Asamoah II
571,4571801,Ayir Asante
572,13310,Larry Asante
573,2515345,Richard Ash
574,7802,Jamie Asher
575,16307,Perez Ashford
576,4242534,Calvin Ashley
577,330,Darryl Ashmore
578,16334,Jacolby Ashworth
579,4298,Tom Ashworth
580,4046522,Devin Asiasi
581,2575978,Isaac Asiata
582,12758,Johan Asiata
583,14360,Matt Asiata
584,12759,K.C. Asiodu
585,7806,Joe Aska
586,4543,B.J. Askew
587,4240487,Jaytlin Askew
588,5639,Matthias Askew
589,17107,Nate Askew
590,3916064,Dravon Askew-Henry
591,4489,Nnamdi Asomugha
592,15026,Mark Asper
593,2576460,Manuel Asprilla
594,3136308,George Aston
595,14636,Tim Atchison
596,3046320,Marcell Ateman
597,10564,Baraka Atkins
598,2487,Corey Atkins
599,7245,Gene Atkins
600,13311,Geno Atkins
601,722,James Atkins
602,4299,James Atkins
603,3043127,John Atkins
604,4040919,Kevin Atkins
605,2970192,Lamar Atkins
606,1837,Larry Atkins
607,16042,Eloy Atkinson
608,3933213,Hunter Atkinson
609,17396,George Atkinson III
610,8480,Oshiomogho Atogwe
611,16761,Jeremiah Attaochu
612,202,Steve Atwater
613,4360797,Tutu Atwell
614,3953687,Brandon Aubrey
615,16312,Josh Aubrey
616,4081127,Antony Auclair
617,16572,Kyle Auffray
618,3051846,Josh Augusta
619,16510,Akeem Auguste
620,2507242,Damarr Aultman
621,13529,Junior Aumavae
622,4242498,Popo Aumavae
623,4569301,Malaesala Aumavae-Laulu
624,4360163,Austin Aune
625,14102,David Ausberry
626,4240895,Jhamon Ausbon
627,2977231,Erik Austell
628,4426599,Alex Austin
629,1748,Billy Austin
630,3870072,Bless Austin
631,3053254,Joe Austin
632,10147,Miles Austin
633,1292,Ray Austin
634,2256,Reggie Austin
635,3998271,Reggie Austin
636,15464,Rodney Austin
637,15786,Tavon Austin
638,4070073,Tavon Austin
639,13312,Terrence Austin
640,13825,Thomas Austin
641,4243389,Calvin Austin III
642,4372758,Kevin Austin Jr.
643,14025,Marvin Austin Jr.
644,1262,Darnell Autry
645,17447,Denico Autry
646,4242251,Lee Autry
647,9695,Jason Avant
648,3054841,Anthony Averett
649,2972891,Travis Averill
650,4240072,C.J. Avery
651,4360401,Calvin Avery
652,11267,Donnie Avery
653,3126204,Genard Avery
654,1462,John Avery
655,4250098,Josh Avery
656,7595,Steve Avery
657,4259300,Tre Avery
658,15695,Michael Avila
659,4362474,Steve Avila
660,11326,Cliff Avril
661,6477,Robert Mitchell Awalt
662,9288,Adrian Awasom
663,4245242,Ronald Awatt
664,2979171,Micah Awe
665,3910591,Fisayo Awolaja
666,4040842,Kayode Awosika
667,3052101,Chidobe Awuzie
668,4777,Brendon Ayanbadejo
669,1740,Obafemi Ayanbadejo
670,5145719,Gottlieb Ayedze
671,14015,Akeem Ayers
672,3040026,Demarcus Ayers
673,5125351,Michael Ayers
674,12432,Robert Ayers
675,2815,Kole Ayi
676,3617,Akin Ayodele
677,10406,Remi Ayodele
678,2972337,Caleb Azubike
679,1900,Jerry Azumah
680,4079725,D B
681,8447,David Baas
682,2690,Billy Baber
683,4581,Rod Babers
684,3998272,Roderick Babers
685,4248555,Josh Babicz
686,5552,Jason Babin
687,8473,Jonathan Babineaux
688,5840,Jordan Babineaux
689,15924,Jeff Baca
690,3886809,Andre Baccellia
691,2972498,Joe Bacci
692,4036507,Joe Bachie
693,3919510,Alex Bachman
694,2582311,Kennard Backman
695,2566,Jeff Backus
696,4660,Waine Bacon
697,3998274,Waine Bacon
698,4686421,David Bada
699,15359,Johnson Bademosi
700,3053760,Jeff Badet
701,1319,Brad Badger
702,3123052,Michael Badgley
703,3041102,Sherman Badie
704,4362748,Tyler Badie
705,16297,Brett Baer
706,4434153,Tyson Bagent
707,3126158,Stephen Baggett
708,2578696,Donnie Baggs
709,13175,Stevie Baggs
710,3910249,Kenji Bahar
711,6453,Matt Bahr
712,7702,Aaron Bailey
713,3042451,Aaron Bailey
714,14020,Allen Bailey
715,16044,Alvin Bailey
716,15216,Antwon Bailey
717,4492,Boss Bailey
718,7014,Carlton Bailey
719,1758,Champ Bailey
720,14322,Dan Bailey
721,16966,Dion Bailey
722,4565761,Emani Bailey
723,4241862,Hakeem Bailey
724,8028,Henry Bailey
725,3931395,Jake Bailey
726,4035531,JaQuan Bailey
727,6674,Johnny Bailey
728,1835,Karsten Bailey
729,3998275,Karsten Bailey
730,4428241,Levelle Bailey
731,4030747,Manasseh Bailey
732,3917992,Markus Bailey
733,11496,Patrick Bailey
734,3128773,Quinn Bailey
735,3892271,Rasheed Bailey
736,267,Robert Bailey
737,2730,Rodney Bailey
738,4039320,Sergio Bailey
739,15822,Stedman Bailey
740,2578530,Sterling Bailey
741,7947,Thomas Bailey
742,7390,Victor Bailey
743,3924352,Zack Bailey
744,2970639,Rob Bain
745,14361,Brandon Bair
746,3915240,Derrick Baity Jr.
747,8663,Billy Bajema
748,10839,Dek Bake
749,3127287,Budda Baker
750,15301,Chase Baker
751,3616,Chris Baker
752,12760,Chris Baker
753,10670,Dallas Baker
754,3915163,DeAndre Baker
755,3126325,Dorian Baker
756,14892,Edwin Baker
757,1917,Eugene Baker
758,16546,George Baker
759,17433,James Baker
760,2576746,Jared Baker
761,2845,Jason Baker
762,4692022,Javon Baker
763,4893659,Jelani Baker
764,3915507,Jerome Baker
765,2403,John Baker
766,867,Jon Baker
767,14323,Josh Baker
768,4068152,Kawaan Baker
769,14064,Mikail Baker
770,7484,Myron Baker
771,5878,Rashad Baker
772,3095,Robert Baker
773,12908,Ryan Baker
774,15343,Ryan Baker
775,11255,Sam Baker
776,15406,Sean Baker
777,7537,Shannon Baker
778,15271,Steven Baker
779,3204,Tim Baker
780,3046424,Toby Baker
781,4036660,Darrell Baker Jr.
782,4361664,Tyler Baker-Williams
783,15963,David Bakhtiari
784,11612,Eric Bakhtiari
785,15606,Matt Balasavage
786,6556,Brian David Baldinger
787,4373335,Habakkuk Baldonado
788,13313,Daniel Baldridge
789,2971279,Alex Balducci
790,2515504,Darryl Baldwin
791,4262900,Daylen Baldwin
792,14221,Doug Baldwin
793,11442,Ervin Baldwin
794,10601,Johnny Baldwin
795,13986,Jonathan Baldwin
796,4327530,Juante Baldwin
797,3921654,Parker Baldwin
798,6783,Randy Chadwick Baldwin
799,10680,Alan Ball
800,5658,Dave Ball
801,6581,Eric Ball
802,4279,Jason Ball
803,146,Jerry Ball
804,4035626,Josh Ball
805,11912,Lance Ball
806,16698,Marcus Ball
807,7002,Michael Ball
808,15823,Montee Ball
809,2516039,Neiron Ball
810,3128774,Kalen Ballage
811,14125,Christian Ballard
812,3998276,Clenton Ballard
813,4243243,Corrion Ballard
814,7013,Howard Ballard
815,13530,Jake Ballard
816,14898,Vick Ballard
817,4411769,Corey Ballentine
818,16911,Lonnie Ballentine
819,11263,Kentwan Balmer
820,13680,Mike Balogun
821,14679,Travis Baltz
822,16624,Michael Bamiro
823,3040468,Josh Banderas
824,7627,Romeo Bandison
825,4034704,Michael Bandy
826,4240624,Trajan Bandy
827,3957156,Shawn Bane
828,3912362,Daryle Banfield
829,15782,Chris Banjo
830,4242390,Aaron Banks
831,1739,Antonio Banks
832,4780,Brandon Banks
833,3050096,Brandon Banks
834,15777,Brian Banks
835,6548,Carl Banks
836,12179,Chip Banks
837,14619,Cornell Banks
838,4428328,Deonte Banks
839,4040703,Eric Banks
840,6534,Frederick Ray Banks
841,11613,Gary Banks
842,11614,Jason Banks
843,4369844,Jeremy Banks
844,15824,Johnthan Banks
845,2970137,Josh Banks
846,4361508,Keshawn Banks
847,4567109,Marcus Banks
848,3718,Mike Banks
849,1495,Tavian Banks
850,927,Tony Banks
851,336,Michael Bankston
852,3667,Justin Bannan
853,2971616,Zach Banner
854,2689,Alex Bannister
855,14166,Shane Bannon
856,3124970,Ben Banogu
857,550,Bradford Banta
858,4697,Tully Banta-Cain
859,4036123,Cole Banwart
860,15296,Joe Banyard
861,2551718,Christopher Edgar Barber
862,11407,Dominique Barber
863,2579953,Jared Barber
864,7321,Kurt Barber
865,8523,Marion Barber
866,902,Mike Barber
867,3051902,Peyton Barber
868,1260,Ronde Barber
869,1512,Shawn Barber
870,4362430,Taye Barber
871,1218,Tiki Barber
872,15316,Lee Barbiasz
873,14362,Howard Barbieri
874,4360979,Jose Barbon
875,10563,Allen Barbre
876,9855,Chris Barclay
877,15409,Don Barclay
878,4361499,Luq Barcoo
879,15195,Brandon Barden
880,12555,Ramses Barden
881,3895835,Jake Bargas
882,4240545,Bryce Baringer
883,137,Bryan Barker
884,16365,Chris Barker
885,333,Roy Barker
886,13532,Will Barker
887,15948,Matt Barkley
888,3929630,Saquon Barkley
889,14030,Joe Barksdale
890,10644,Rashad Barksdale
891,7431,Corey Barlow
892,2628,Kevan Barlow
893,958,Reggie Barlow
894,4372030,Christian Barmore
895,3051938,Austin Barnard
896,5475,Brooks Barnard
897,1104,Tom Barndt
898,4576297,AJ Barner
899,15921,Kenjon Barner
900,2971880,Adairius Barnes
901,3886636,Alex Barnes
902,10577,Antwan Barnes
903,8332,Brandon Barnes
904,3059165,Brandon Barnes
905,4326,Darian Barnes
906,2582133,Deion Barnes
907,4260409,Derrick Barnes
908,15610,Jason Barnes
909,7360,Johnnie Barnes
910,4373017,Kalon Barnes
911,12632,Kevin Barnes
912,8466,Khalif Barnes
913,4035817,Krys Barnes
914,1929,Lionel Barnes
915,2394,Marlon Barnes
916,2356,Rashidi Barnes
917,7401,Reggie Barnes
918,4428372,Tarique Barnes
919,2512398,Tavaris Barnes
920,14517,Tim Barnes
921,16127,TJ Barnes
922,7694,Tomur Barnes
923,4362234,Zaire Barnes
924,17309,C.J. Barnett
925,17108,Calvin Barnett
926,2977685,Dante Barnett
927,10955,Darren Barnett
928,3115336,Derek Barnett
929,6690,Fred Barnett
930,7127,Harlon T Barnett
931,3728306,Michael Barnett
932,4487,Nick Barnett
933,6821,Oliver Barnett
934,4408992,Sy Barnett
935,6796,Tim Barnett
936,7737,Troy Barnett
937,3116153,Tarow Barney
938,135,Tommy Barnhardt
939,4426638,Karsen Barnhart
940,11364,Gary Barnidge
941,4568439,Amare Barno
942,2970085,Woody Baron
943,3139927,John Baron II
944,16711,Anthony Barr
945,7840,Dave Barr
946,5497,Mike Barr
947,2976114,Alex Barrett
948,2233,David Barrett
949,3040507,J.T. Barrett
950,11454,Josh Barrett
951,4372062,Michael Barrett
952,6788,Reggie Barrett
953,16967,Shaquil Barrett
954,7370,Sebastian Barrie
955,4373627,Clark Barrington
956,15954,Sam Barrington
957,8434,Alex Barron
958,3116186,Kirk Barron
959,14932,Mark Barron
960,16852,Lamin Barrow
961,496,Micheal Barrow
962,4241,Kevin Barry
963,3129290,Alex Bars
964,2515534,Brad Bars
965,3039715,Mikey Bart
966,4611506,Ben Bartch
967,2185,William Bartee
968,10971,Richard Bartel
969,8464,Ron Bartell
970,11737,Connor Barth
971,16386,Ben Bartholomew
972,1945,Brent Bartholomew
973,14515,Ryan Bartholomew
974,4371336,Shemar Bartholomew
975,3926229,Cody Barton
976,1899,Eric Barton
977,4429251,Graham Barton
978,7151,Harris Barton
979,3122865,Jackson Barton
980,2512569,Jermaine Barton
981,16968,Karim Barton
982,526,Mike Bartrum
983,16171,Joplo Bartu
984,12449,Connor Barwin
985,9858,Brett Basanez
986,4037239,Boogie Basham
987,3052977,Tarell Basham
988,2585,Idrees Bashir
989,3121230,Mike Basile
990,4362631,Micah Baskerville
991,9859,Hank Baskett
992,2074,Michael Basnight
993,1730,Anthony Bass
994,15607,Ben Bass
995,16025,David Bass
996,7688,Robert Bass
997,4685120,T.J. Bass
998,3917232,Tyler Bass
999,9861,Eric Bassey
1000,4037216,Essang Bassey
1001,14065,Baron Batch
1002,1490,Charlie Batch
1003,16045,Kemonte' Bateman
1004,4360939,Rashod Bateman
1005,6653,Bill Bates
1006,4362603,Brenden Bates
1007,1824,D'Wayne Bates
1008,16299,Daren Bates
1009,2511350,Houston Bates
